country,region,election_renewal,year,month,chamber_type,chamber_total_seats,women_total,women_perc,notes
Palau,PAC,Yes,1992,,upper,14,0.0,0.0,The Parliament elected on 4 November 1992 became the first legislature of the Republic of Palau after the country became independent on 1 October 1994.
Palau,PAC,Yes,1996,,lower,16,0.0,0.0,
Palau,PAC,Yes,1996,,upper,14,1.0,0.07,
Palau,PAC,Yes,2000,,lower,16,0.0,0.0,
Palau,PAC,Yes,2000,,upper,9,0.0,0.0,
Palau,PAC,Yes,2004,,lower,16,0.0,0.0,
Palau,PAC,Yes,2004,,upper,9,0.0,0.0,
Palau,PAC,Yes,2008,,lower,13,2.0,0.15,
Palau,PAC,Yes,2008,,upper,13,2.0,0.15,"The Reapportionment Commission is constituted every eight years to publish a reapportionment or redistricting plan for the Senate, which becomes law upon publication. The statutory number of members of the Senate has increased from nine to 13, starting from the 2008 elections, based on the Commission's recommendations of June 2007."
Palau,PAC,Yes,2012,November,lower,16,0.0,0.0,"The elections returned seven incumbents to the 16-member House of Delegates and nine to the 13-member Senate. As in 2008, no women were elected to the House, while the number of women in the Senate increased from two to three. With no political parties in Palau, there was no nation-wide election campaigning."
Palau,PAC,Yes,2012,November,upper,13,3.0,0.23,
Palau,PAC,Yes,2016,,lower,16,0.0,0.0,
Palau,PAC,Yes,2016,November,lower,16,2.0,0.12,
Palau,PAC,Yes,2016,,upper,13,3.0,0.23,
Palau,PAC,Yes,2016,November,upper,13,2.0,0.15,
Panama,AME,Yes,1946,,single,50,2.0,0.04,
Panama,AME,Yes,1948,,single,42,1.0,0.02,The Assembly was dissolved following a military coup d'Etat in May 1951.
Panama,AME,Yes,1952,,single,53,1.0,0.02,
Panama,AME,Yes,1956,,single,53,2.0,0.04,
Panama,AME,Yes,1960,,single,53,2.0,0.04,
Panama,AME,Yes,1964,,single,42,1.0,0.02,
Panama,AME,Yes,1968,,single,38,1.0,0.03,
Panama,AME,Yes,1972,,single,16,0.0,0.0,"From 1946 to 1968, members were called Deputies; from 1972 to 1978, the legislature functions were exercised by 7 Commissioners and 9 State Ministers; as from 1978, members were called Legislators."
Panama,AME,Yes,1978,,single,37,3.0,0.08,"From 1972 to 1978, the legislature functions were exercised by 7 Commissioners and 9 State Ministers"
Panama,AME,Yes,1980,,single,56,3.0,0.05,
Panama,AME,Yes,1982,,single,56,1.0,0.02,
Panama,AME,Yes,1984,,single,67,4.0,0.06,
Panama,AME,Yes,1989,,single,67,5.0,0.07,"These elections were annulled by the Government on 10 May 1989.  On 27 December 1989, the Electoral Tribunal declared that the annulment was null and void and the Legislative Assembly was installed on 1 March 1990."
Panama,AME,Yes,1994,,single,72,6.0,0.08,
Panama,AME,Yes,1999,,single,72,6.0,0.08,
Panama,AME,Yes,2004,,single,78,13.0,0.17,
Panama,AME,Yes,2009,,single,71,6.0,0.08,
Panama,AME,Yes,2014,,single,57,11.0,0.19,
Papua New Guinea,PAC,Yes,1977,,single,109,2.0,0.02,First legislature of Papua New Guinea after the country became independent on 16 September 1975.
Papua New Guinea,PAC,Yes,1982,,single,109,1.0,0.01,
Papua New Guinea,PAC,Yes,1987,,single,109,0.0,0.0,
Papua New Guinea,PAC,Yes,1992,,single,109,0.0,0.0,
Papua New Guinea,PAC,Yes,1997,January,single,109,0.0,0.0,
Papua New Guinea,PAC,Yes,1997,,single,109,2.0,0.02,
Papua New Guinea,PAC,Yes,2002,,single,109,1.0,0.01,
Papua New Guinea,PAC,Yes,2007,,single,109,1.0,0.01,
Papua New Guinea,PAC,Yes,2012,July,single,111,3.0,0.03,
Papua New Guinea,PAC,Yes,2017,June,single,106,0.0,0.0,
Paraguay,AME,Yes,1948,,single,40,0.0,0.0,
Paraguay,AME,Yes,1950,,single,40,0.0,0.0,
Paraguay,AME,Yes,1953,,single,40,0.0,0.0,The Chamber was dissolved following a military coup d'Etat on 4 May 1954.
Paraguay,AME,Yes,1958,,single,60,0.0,0.0,
Paraguay,AME,Yes,1960,,single,60,0.0,0.0,
Paraguay,AME,Yes,1963,,single,60,2.0,0.03,
Paraguay,AME,Yes,1967,,single,109,2.0,0.02,
Paraguay,AME,Yes,1968,,lower,60,2.0,0.03,
Paraguay,AME,Yes,1968,,upper,30,1.0,0.03,
Paraguay,AME,Yes,1973,,lower,60,3.0,0.05,
Paraguay,AME,Yes,1973,,upper,30,1.0,0.03,
Paraguay,AME,Yes,1978,,lower,60,2.0,0.03,
Paraguay,AME,Yes,1978,,upper,30,1.0,0.03,
Paraguay,AME,Yes,1983,,lower,60,1.0,0.02,
Paraguay,AME,Yes,1983,,upper,30,1.0,0.03,
Paraguay,AME,Yes,1988,,lower,72,2.0,0.03,
Paraguay,AME,Yes,1988,,upper,36,2.0,0.06,
Paraguay,AME,Yes,1989,,lower,72,4.0,0.06,"A constituent Assembly comprising 72 members, including 4 women (5.6%),  was set up on 1 December 1991."
Paraguay,AME,Yes,1989,,upper,36,2.0,0.06,"A constituent Assembly comprising 72 members, including 4 women (5.6%),  was set up on 1 December 1991."
Paraguay,AME,Yes,1993,,lower,80,2.0,0.02,
Paraguay,AME,Yes,1993,,upper,45,5.0,0.11,
Paraguay,AME,Yes,1998,,lower,80,8.0,0.1,
Paraguay,AME,Yes,1998,,upper,41,5.0,0.12,
Paraguay,AME,Yes,2003,April,lower,80,7.0,0.09,
Paraguay,AME,Yes,2003,April,upper,45,4.0,0.09,
Paraguay,AME,Yes,2008,April,lower,80,10.0,0.12,
Paraguay,AME,Yes,2008,April,upper,45,7.0,0.16,
Paraguay,AME,Yes,2013,April,lower,80,14.0,0.18,
Paraguay,AME,Yes,2013,April,upper,45,9.0,0.2,
Paraguay,AME,Yes,2018,April,lower,80,12.0,0.15,
Paraguay,AME,Yes,2018,April,upper,45,8.0,0.18,
Peru,AME,Yes,1945,,lower,149,0.0,0.0,The Congress was dissolved following a military coup d'Etat on 2 November 1948.
Peru,AME,Yes,1945,,upper,46,0.0,0.0,The Congress was dissolved following a military coup d'Etat on 2 November 1948.
Peru,AME,Yes,1950,,lower,152,0.0,0.0,
Peru,AME,Yes,1950,,upper,42,0.0,0.0,
Peru,AME,Yes,1956,,lower,182,8.0,0.04,
Peru,AME,Yes,1956,,upper,53,1.0,0.02,
Peru,AME,Yes,1962,,lower,147,5.0,0.03,The parliamentarians elected in 1962 did not sit.
Peru,AME,Yes,1962,,upper,55,2.0,0.04,The parliamentarians elected in 1962 did not sit.
Peru,AME,Yes,1963,,lower,140,2.0,0.01,The Congress was dissolved following a military coup d'Etat on 3 October 1968.
Peru,AME,Yes,1963,,upper,45,0.0,0.0,The Congress was dissolved following a military coup d'Etat on 3 October 1968.
Peru,AME,Yes,1978,,temporary_assembly,100,2.0,0.02,A unicameral constituent assembly was elected after the long period of military rule to facilitate the transition back to civilian government.
Peru,AME,Yes,1980,,lower,180,13.0,0.07,
Peru,AME,Yes,1980,,upper,60,2.0,0.03,
Peru,AME,Yes,1985,,lower,180,10.0,0.06,
Peru,AME,Yes,1985,,upper,60,3.0,0.05,
Peru,AME,Yes,1990,,lower,180,12.0,0.07,The Congress was dissolved by the President of the Republic on 6 April 1992.
Peru,AME,Yes,1990,,upper,60,4.0,0.07,The Congress was dissolved by the President of the Republic on 6 April 1992.
Peru,AME,Yes,1992,,temporary_assembly,80,6.0,,"A ""Democratic Constituent Congress"" was elected following the dissolution of Parliament by the President on 6 April 1992. This temporary assembly performed constituent, as well as legislative functions."
Peru,AME,Yes,1995,,single,120,12.0,0.1,
Peru,AME,Yes,2000,April,single,120,24.0,0.2,
Peru,AME,Yes,2001,April,single,120,22.0,0.18,
Peru,AME,Yes,2002,June,single,120,21.0,0.18,
Peru,AME,Yes,2006,April,single,120,35.0,0.29,
Peru,AME,Yes,2011,April,single,130,28.0,0.22,
Peru,AME,Yes,2016,,single,130,29.0,0.22,
Peru,AME,Yes,2016,April,single,130,34.0,0.26,
Peru,AME,Yes,2016,September,single,130,36.0,0.28,
Philippines,ASIA,Yes,1946,April,lower,99,1.0,0.01,The Assembly elected in April 1946 became the first legislature of the Philippines when the country became independent on 4 July 1946.
Philippines,ASIA,Yes,1946,April,upper,16,0.0,0.0,The Assembly elected in April 1946 became the first legislature of the Philippines when the country became independent on 4 July 1946.
Philippines,ASIA,Yes,1947,,upper,8,1.0,0.12,
Philippines,ASIA,Yes,1949,,lower,102,1.0,0.01,
Philippines,ASIA,Yes,1949,,upper,8,0.0,0.0,
Philippines,ASIA,Yes,1951,,upper,8,0.0,0.0,
Philippines,ASIA,Yes,1953,,lower,103,2.0,0.02,
Philippines,ASIA,Yes,1953,,upper,8,0.0,0.0,
Philippines,ASIA,Yes,1955,,upper,8,1.0,0.12,
Philippines,ASIA,Yes,1957,,lower,103,1.0,0.01,
Philippines,ASIA,Yes,1957,,upper,8,0.0,0.0,
Philippines,ASIA,Yes,1959,,upper,8,0.0,0.0,
Philippines,ASIA,Yes,1961,,lower,106,2.0,0.02,
Philippines,ASIA,Yes,1961,,upper,8,1.0,0.12,
Philippines,ASIA,Yes,1963,,upper,8,1.0,0.12,
Philippines,ASIA,Yes,1965,,lower,109,6.0,0.06,
Philippines,ASIA,Yes,1965,,upper,8,1.0,0.12,
Philippines,ASIA,Yes,1967,,upper,8,2.0,0.25,"Every 3 years, half the membership of the Senate is renewed by direct election"
Philippines,ASIA,Yes,1969,,lower,109,3.0,0.03,The Assembly was dissolved in 1972 and martial law was established.
Philippines,ASIA,Yes,1969,,upper,8,0.0,0.0,"The Assembly was dissolved in 1972 and martial law was established. Every 3 years, half the membership of the Senate is renewed by direct election"
Philippines,ASIA,Yes,1971,,upper,8,1.0,0.12,"Every 3 years, half the membership of the Senate is renewed by direct election"
Philippines,ASIA,Yes,1978,,single,200,11.0,0.06,
Philippines,ASIA,Yes,1984,,single,197,11.0,0.06,
Philippines,ASIA,Yes,1987,,lower,220,20.0,0.09,"14 members appointed by President; 2 seats reserved for women in the categories ""women and the handicapped"" and ""labour"" within the framework of the voting list."
Philippines,ASIA,Yes,1987,,upper,24,2.0,0.08,"Every 3 years, half the membership of the Senate is renewed by direct election"
Philippines,ASIA,Yes,1992,,lower,216,23.0,0.11,"16 members appointed by President; 2 seats reserved for women in the category ""women""."
Philippines,ASIA,Yes,1992,,upper,24,4.0,0.17,"Every 3 years, half the membership of the Senate is renewed by direct election"
Philippines,ASIA,Yes,1995,,lower,250,22.0,0.09,
Philippines,ASIA,Yes,1995,,upper,24,4.0,0.17,"Every 3 years, half the membership of the Senate is renewed by direct election"
Philippines,ASIA,Yes,1998,,lower,222,25.0,0.11,
Philippines,ASIA,Yes,1998,,upper,23,4.0,0.17,"Every 3 years, half the membership of the Senate is renewed by direct election"
Philippines,ASIA,Yes,2001,May,lower,214,38.0,0.18,
Philippines,ASIA,Yes,2001,,upper,24,3.0,0.12,"Every 3 years, half the membership of the Senate is renewed by direct election"
Philippines,ASIA,Yes,2004,May,lower,220,36.0,0.16,"235 were members elected, 1 appointed"
Philippines,ASIA,Yes,2004,,upper,23,4.0,0.17,"Every 3 years, half the membership of the Senate is renewed by direct election. The nominal number of seats is 24, but there is 1 vacancy"
Philippines,ASIA,Yes,2007,June,lower,236,53.0,0.22,
Philippines,ASIA,Yes,2007,November,lower,240,49.0,0.2,
Philippines,ASIA,Yes,2007,June,upper,22,4.0,0.18,"Every 3 years, half the membership of the Senate is renewed by direct election. The nominal number of seats is 24, but there is 1 vacancy"
Philippines,ASIA,Yes,2007,September,upper,23,4.0,0.17,
Philippines,ASIA,Yes,2010,May,lower,229,49.0,0.21,
Philippines,ASIA,Yes,2010,May,upper,23,3.0,0.13,"Every 3 years, half the membership of the Senate is renewed by direct election"
Philippines,ASIA,Yes,2013,May,lower,289,79.0,0.27,
Philippines,ASIA,Yes,2013,May,upper,23,3.0,0.13,"Every 3 years, half the membership of the Senate is renewed by direct election"
Philippines,ASIA,Yes,2016,,lower,290,79.0,0.27,
Philippines,ASIA,Yes,2016,June,lower,292,87.0,0.3,
Philippines,ASIA,Yes,2016,,upper,24,6.0,0.25,
Poland,EUR,Yes,1947,,single,444,0.0,0.0,
Poland,EUR,Yes,1952,,single,425,75.0,0.18,
Poland,EUR,Yes,1957,,single,459,19.0,0.04,
Poland,EUR,Yes,1961,,single,460,60.0,0.13,
Poland,EUR,Yes,1965,,single,460,57.0,0.12,
Poland,EUR,Yes,1969,,single,460,62.0,0.13,
Poland,EUR,Yes,1972,,single,460,73.0,0.16,
Poland,EUR,Yes,1976,,single,460,95.0,0.21,
Poland,EUR,Yes,1980,,single,460,106.0,0.23,
Poland,EUR,Yes,1985,,single,460,93.0,0.2,
Poland,EUR,Yes,1989,,lower,460,62.0,0.13,The two Chambers of the new Parliament are mentioned separately in the Constitution; they only meet jointly as the National Assembly when the new President of the Republic is sworn in or when a new Constitution is adopted.
Poland,EUR,Yes,1989,,upper,100,7.0,0.07,The two Chambers of the new Parliament are mentioned separately in the Constitution; they only meet jointly as the National Assembly when the new President of the Republic is sworn in or when a new Constitution is adopted.
Poland,EUR,Yes,1991,,lower,460,44.0,0.1,
Poland,EUR,Yes,1991,,upper,100,8.0,0.08,
Poland,EUR,Yes,1993,,lower,460,60.0,0.13,
Poland,EUR,Yes,1993,,upper,100,13.0,0.13,
Poland,EUR,Yes,1997,December,lower,460,60.0,0.13,
Poland,EUR,Yes,1997,January,upper,100,13.0,0.13,
Poland,EUR,Yes,1997,November,upper,100,11.0,0.11,
Poland,EUR,Yes,2001,September,lower,460,93.0,0.2,
Poland,EUR,Yes,2001,September,upper,100,23.0,0.23,
Poland,EUR,Yes,2005,September,lower,460,94.0,0.2,
Poland,EUR,Yes,2005,September,upper,100,14.0,0.14,
Poland,EUR,Yes,2007,October,lower,460,94.0,0.2,
Poland,EUR,Yes,2007,October,upper,100,8.0,0.08,
Poland,EUR,Yes,2011,October,lower,458,110.0,0.24,
Poland,EUR,Yes,2011,October,upper,100,13.0,0.13,
Poland,EUR,Yes,2015,October,lower,460,126.0,0.27,
Poland,EUR,Yes,2015,,upper,100,13.0,0.13,
Portugal,EUR,Yes,1945,,single,120,2.0,0.02,
Portugal,EUR,Yes,1949,,single,120,2.0,0.02,
Portugal,EUR,Yes,1953,,single,120,2.0,0.02,
Portugal,EUR,Yes,1957,,single,120,2.0,0.02,
Portugal,EUR,Yes,1961,,single,130,3.0,0.02,
Portugal,EUR,Yes,1965,,single,130,4.0,0.03,
Portugal,EUR,Yes,1969,,single,130,4.0,0.03,
Portugal,EUR,Yes,1973,,single,148,9.0,0.06,
Portugal,EUR,Yes,1974,,temporary_assembly,250,20.0,0.08,Election for the unicameral Constituent Assembly after the change of régime on 25 April 1974.
Portugal,EUR,Yes,1976,,single,263,13.0,0.05,
Portugal,EUR,Yes,1979,,single,250,17.0,0.07,
Portugal,EUR,Yes,1980,,single,250,17.0,0.07,
Portugal,EUR,Yes,1983,,single,250,18.0,0.07,
Portugal,EUR,Yes,1985,,single,250,16.0,0.06,
Portugal,EUR,Yes,1987,,single,250,19.0,0.08,
Portugal,EUR,Yes,1991,December,single,230,30.0,0.13,
Portugal,EUR,Yes,1995,,single,230,30.0,0.13,
Portugal,EUR,Yes,1999,,single,230,43.0,0.19,
Portugal,EUR,Yes,2002,March,single,230,44.0,0.19,
Portugal,EUR,Yes,2005,February,single,230,49.0,0.21,
Portugal,EUR,Yes,2009,September,single,230,64.0,0.28,
Portugal,EUR,Yes,2011,June,single,230,61.0,0.27,
Portugal,EUR,Yes,2015,October,single,230,80.0,0.35,
Qatar,MENA,Yes,2005,June,Single,35,0.0,0.0,This is a unicameral Advisory Council that functions as the legislature of Qatar. All members appointed by the emir.
Qatar,MENA,Yes,2007,June,Single,35,0.0,0.0,This is a unicameral Advisory Council that functions as the legislature of Qatar. All members appointed by the emir.
Qatar,MENA,Yes,2010,July,Single,35,0.0,0.0,This is a unicameral Advisory Council that functions as the legislature of Qatar. All members appointed by the emir.
Qatar,MENA,Yes,2013,July,Single,35,0.0,0.0,This is a unicameral Advisory Council that functions as the legislature of Qatar. All members appointed by the emir.
Republic of Korea,ASIA,Yes,1948,May,single,200,1.0,0.0,"First legislature of the Republic of Korea, proclaimed on 15 August 1948."
Republic of Korea,ASIA,Yes,1950,May,single,210,2.0,0.01,
Republic of Korea,ASIA,Yes,1954,May,single,203,1.0,0.0,
Republic of Korea,ASIA,Yes,1958,May,single,233,3.0,0.01,
Republic of Korea,ASIA,Yes,1960,July,lower,233,1.0,0.0,Parliament was dissolved following a military coup d'Etat in May 1961.
Republic of Korea,ASIA,Yes,1960,July,upper,58,0.0,0.0,Parliament was dissolved following a military coup d'Etat in May 1961.
Republic of Korea,ASIA,Yes,1963,November,single,175,2.0,0.01,
Republic of Korea,ASIA,Yes,1967,June,single,175,3.0,0.02,
Republic of Korea,ASIA,Yes,1971,May,single,204,5.0,0.02,
Republic of Korea,ASIA,Yes,1973,February,single,219,12.0,0.05,
Republic of Korea,ASIA,Yes,1978,December,single,231,8.0,0.03,
Republic of Korea,ASIA,Yes,1981,March,single,276,9.0,0.03,
Republic of Korea,ASIA,Yes,1985,February,single,276,8.0,0.03,
Republic of Korea,ASIA,Yes,1988,April,single,299,6.0,0.02,
Republic of Korea,ASIA,Yes,1992,March,single,299,6.0,0.02,
Republic of Korea,ASIA,Yes,1996,April,single,299,9.0,0.03,
Republic of Korea,ASIA,Yes,2000,April,single,299,12.0,0.04,
Republic of Korea,ASIA,Yes,2000,April,single,273,10.0,0.04,
Republic of Korea,ASIA,Yes,2000,April,single,273,16.0,0.06,
Republic of Korea,ASIA,Yes,2004,February,single,271,15.0,0.06,
Republic of Korea,ASIA,Yes,2004,April,single,299,39.0,,
Republic of Korea,ASIA,Yes,2008,April,single,299,41.0,0.14,
Republic of Korea,ASIA,Yes,2012,April,single,300,47.0,0.16,
Republic of Korea,ASIA,Yes,2016,,single,300,49.0,0.16,
Republic of Korea,ASIA,Yes,2016,April,single,300,51.0,0.17,
Republic of Moldova,EUR,Yes,1990,,single,380,8.0,0.02,The Supreme Soviet of the SSR of Moldova became the first legislature of Moldova after the country became independent in August 1991.
Republic of Moldova,EUR,Yes,1994,,single,104,5.0,0.05,
Republic of Moldova,EUR,Yes,1998,,single,101,8.0,0.08,
Republic of Moldova,EUR,Yes,2001,February,single,101,13.0,0.13,
Republic of Moldova,EUR,Yes,2005,March,single,101,22.0,0.22,
Republic of Moldova,EUR,Yes,2009,April,single,101,24.0,0.24,
Republic of Moldova,EUR,Yes,2009,July,single,101,26.0,0.26,
Republic of Moldova,EUR,Yes,2009,December,single,101,24.0,0.24,
Republic of Moldova,EUR,Yes,2010,November,single,101,19.0,0.19,
Republic of Moldova,EUR,Yes,2014,,single,101,18.0,0.18,
Romania,EUR,Yes,1946,,single,414,22.0,0.05,
Romania,EUR,Yes,1948,,single,414,30.0,0.07,
Romania,EUR,Yes,1952,,single,423,65.0,0.15,
Romania,EUR,Yes,1957,,single,437,71.0,0.16,
Romania,EUR,Yes,1961,,single,465,77.0,0.17,
Romania,EUR,Yes,1965,,single,465,67.0,0.14,
Romania,EUR,Yes,1969,,single,465,67.0,0.14,
Romania,EUR,Yes,1975,,single,349,53.0,0.15,
Romania,EUR,Yes,1980,,single,369,122.0,0.33,
Romania,EUR,Yes,1985,,single,369,127.0,0.34,
Romania,EUR,Yes,1990,,lower,387,14.0,0.04,"In May 1990, Parliament was elected for a short term of 18-months maximum, with constituent powers"
Romania,EUR,Yes,1990,,upper,119,1.0,0.01,"In May 1990, Parliament was elected for a short term of 18-months maximum, with constituent powers"
Romania,EUR,Yes,1992,,lower,341,14.0,0.04,
Romania,EUR,Yes,1992,,upper,143,3.0,0.02,
Romania,EUR,Yes,1996,,lower,343,25.0,0.07,
Romania,EUR,Yes,1996,,upper,143,2.0,0.01,
Romania,EUR,Yes,2000,November,lower,345,37.0,0.11,
Romania,EUR,Yes,2000,November,upper,140,11.0,0.08,
Romania,EUR,Yes,2004,November,lower,332,38.0,0.11,
Romania,EUR,Yes,2004,November,upper,140,8.0,0.06,
Romania,EUR,Yes,2008,November,lower,334,38.0,0.11,
Romania,EUR,Yes,2008,November,upper,137,8.0,0.06,
Romania,EUR,Yes,2012,December,lower,412,55.0,0.13,
Romania,EUR,Yes,2012,December,upper,176,13.0,0.07,
Romania,EUR,Yes,2016,,lower,401,55.0,0.14,
Romania,EUR,Yes,2016,,upper,168,13.0,0.08,
Russia,EUR,Yes,1990,March,lower,126,11.0,0.09,First legislature of the Russian Federation.
Russia,EUR,Yes,1993,,lower,449,60.0,0.13,
Russia,EUR,Yes,1999,,lower,449,34.0,0.08,
Russia,EUR,Yes,2003,December,lower,450,46.0,0.1,"Members of the Federation Council (Upper House of Parliament) are renewed often and not all together, therefore it is impossible to specify an election date. Snapshot date???"
Russia,EUR,Yes,2007,,lower,450,63.0,0.14,
Russia,EUR,Yes,2011,December,lower,450,61.0,0.14,
Russian Federation,EUR,Yes,2016,,lower,450,61.0,0.14,
Russian Federation,EUR,Yes,2016,September,lower,450,57.0,0.13,
Rwanda,SUB-SAHARAN,Yes,1965,December,single,47,0.0,0.0,First legislature of Rwanda after the country became independent on 1 July 1962. Two Elections prior to independence took place in 1961 (January and December) no women were elected
